id;code;category;subcat;tricat;title
10859;W56.6;XX;W50-W64;W56;(W56.6) Industrial and construction area
10860;W56.7;XX;W50-W64;W56;(W56.7) Farm
10861;W56.8;XX;W50-W64;W56;(W56.8) Other specified place
10862;W56.9;XX;W50-W64;W56;(W56.9) Unspecified place
10863;W57;XX;W50-W64;0;(W57) Bitten or stung by non-venomous insect and other non-venomous arthropods
10864;W57.0;XX;W50-W64;W57;(W57.0) Home
10865;W57.1;XX;W50-W64;W57;(W57.1) Residential institution
10866;W57.2;XX;W50-W64;W57;(W57.2) School, other institution and public administrative area
10867;W57.3;XX;W50-W64;W57;(W57.3) Sports and athletics area
10868;W57.4;XX;W50-W64;W57;(W57.4) Street and highway
10869;W57.5;XX;W50-W64;W57;(W57.5) Trade and service area
10870;W57.6;XX;W50-W64;W57;(W57.6) Industrial and construction area
10871;W57.7;XX;W50-W64;W57;(W57.7) Farm
10872;W57.8;XX;W50-W64;W57;(W57.8) Other specified place
10873;W57.9;XX;W50-W64;W57;(W57.9) Unspecified place
10874;W58;XX;W50-W64;0;(W58) Bitten or struck by crocodile or alligator
10875;W58.0;XX;W50-W64;W58;(W58.0) Home
10876;W58.1;XX;W50-W64;W58;(W58.1) Residential institution
10877;W58.2;XX;W50-W64;W58;(W58.2) School, other institution and public administrative area
10878;W58.3;XX;W50-W64;W58;(W58.3) Sports and athletics area
10879;W58.4;XX;W50-W64;W58;(W58.4) Street and highway
10880;W58.5;XX;W50-W64;W58;(W58.5) Trade and service area
10881;W58.6;XX;W50-W64;W58;(W58.6) Industrial and construction area
10882;W58.7;XX;W50-W64;W58;(W58.7) Farm
10883;W58.8;XX;W50-W64;W58;(W58.8) Other specified place
10884;W58.9;XX;W50-W64;W58;(W58.9) Unspecified place
10885;W59;XX;W50-W64;0;(W59) Bitten or crushed by other reptiles
10886;W65-W74;XX;0;0;(W65-W74) Accidental drowning and submersion
10887;W65;XX;W65-W74;0;(W65) Drowning and submersion while in bath-tub
10888;W65.0;XX;W65-W74;W65;(W65.0) Home
10889;W65.1;XX;W65-W74;W65;(W65.1) Residential institution
10890;W65.2;XX;W65-W74;W65;(W65.2) School, other institution and public administrative area
10891;W65.3;XX;W65-W74;W65;(W65.3) Sports and athletics area
10892;W65.4;XX;W65-W74;W65;(W65.4) Street and highway
10893;W65.5;XX;W65-W74;W65;(W65.5) Trade and service area
10894;W65.6;XX;W65-W74;W65;(W65.6) Industrial and construction area
10895;W65.7;XX;W65-W74;W65;(W65.7) Farm
10896;W65.8;XX;W65-W74;W65;(W65.8) Other specified place
10897;W65.9;XX;W65-W74;W65;(W65.9) Unspecified place
10898;W66;XX;W65-W74;0;(W66) Drowning and submersion following fall into bath-tub
10899;W66.0;XX;W65-W74;W66;(W66.0) Home
10900;W66.1;XX;W65-W74;W66;(W66.1) Residential institution
10901;W66.2;XX;W65-W74;W66;(W66.2) School, other institution and public administrative area
10902;W66.3;XX;W65-W74;W66;(W66.3) Sports and athletics area
10903;W66.4;XX;W65-W74;W66;(W66.4) Street and highway
10904;W66.5;XX;W65-W74;W66;(W66.5) Trade and service area
10905;W66.6;XX;W65-W74;W66;(W66.6) Industrial and construction area
10906;W66.7;XX;W65-W74;W66;(W66.7) Farm
10907;W66.8;XX;W65-W74;W66;(W66.8) Other specified place
10908;W66.9;XX;W65-W74;W66;(W66.9) Unspecified place
10909;W67;XX;W65-W74;0;(W67) Drowning and submersion while in swimming-pool
10910;W67.0;XX;W65-W74;W67;(W67.0) Home
10911;W67.1;XX;W65-W74;W67;(W67.1) Residential institution
10912;W67.2;XX;W65-W74;W67;(W67.2) School, other institution and public administrative area
10913;W67.3;XX;W65-W74;W67;(W67.3) Sports and athletics area
10914;W67.4;XX;W65-W74;W67;(W67.4) Street and highway
10915;W67.5;XX;W65-W74;W67;(W67.5) Trade and service area
10916;W67.6;XX;W65-W74;W67;(W67.6) Industrial and construction area
10917;W67.7;XX;W65-W74;W67;(W67.7) Farm
10918;W67.8;XX;W65-W74;W67;(W67.8) Other specified place
10919;W67.9;XX;W65-W74;W67;(W67.9) Unspecified place
10920;W68;XX;W65-W74;0;(W68) Drowning and submersion following fall into swimming-pool
10921;W68.0;XX;W65-W74;W68;(W68.0) Home
10922;W68.1;XX;W65-W74;W68;(W68.1) Residential institution
10923;W68.2;XX;W65-W74;W68;(W68.2) School, other institution and public administrative area
10924;W68.3;XX;W65-W74;W68;(W68.3) Sports and athletics area
10925;W68.4;XX;W65-W74;W68;(W68.4) Street and highway
10926;W68.5;XX;W65-W74;W68;(W68.5) Trade and service area
10927;W68.6;XX;W65-W74;W68;(W68.6) Industrial and construction area
10928;W68.7;XX;W65-W74;W68;(W68.7) Farm
10929;W68.8;XX;W65-W74;W68;(W68.8) Other specified place
10930;W68.9;XX;W65-W74;W68;(W68.9) Unspecified place
10931;W69;XX;W65-W74;0;(W69) Drowning and submersion while in natural water
10932;W69.0;XX;W65-W74;W69;(W69.0) Home
10933;W69.1;XX;W65-W74;W69;(W69.1) Residential institution
10934;W69.2;XX;W65-W74;W69;(W69.2) School, other institution and public administrative area
10935;W69.3;XX;W65-W74;W69;(W69.3) Sports and athletics area
10936;W69.4;XX;W65-W74;W69;(W69.4) Street and highway
10937;W69.5;XX;W65-W74;W69;(W69.5) Trade and service area
10938;W69.6;XX;W65-W74;W69;(W69.6) Industrial and construction area
10939;W69.7;XX;W65-W74;W69;(W69.7) Farm
10940;W69.8;XX;W65-W74;W69;(W69.8) Other specified place
10941;W69.9;XX;W65-W74;W69;(W69.9) Unspecified place
10942;W70;XX;W65-W74;0;(W70) Drowning and submersion following fall into natural water
10943;W70.0;XX;W65-W74;W70;(W70.0) Home
10944;W70.1;XX;W65-W74;W70;(W70.1) Residential institution
10945;W70.2;XX;W65-W74;W70;(W70.2) School, other institution and public administrative area
10946;W70.3;XX;W65-W74;W70;(W70.3) Sports and athletics area
10947;W70.4;XX;W65-W74;W70;(W70.4) Street and highway
10948;W70.5;XX;W65-W74;W70;(W70.5) Trade and service area
10949;W70.6;XX;W65-W74;W70;(W70.6) Industrial and construction area
10950;W70.7;XX;W65-W74;W70;(W70.7) Farm
10951;W70.8;XX;W65-W74;W70;(W70.8) Other specified place
10952;W70.9;XX;W65-W74;W70;(W70.9) Unspecified place
10953;W73;XX;W65-W74;0;(W73) Other specified drowning and submersion
10954;W73.0;XX;W65-W74;W73;(W73.0) Home
10955;W73.1;XX;W65-W74;W73;(W73.1) Residential institution
10956;W73.2;XX;W65-W74;W73;(W73.2) School, other institution and public administrative area
10957;W73.3;XX;W65-W74;W73;(W73.3) Sports and athletics area
10958;W73.4;XX;W65-W74;W73;(W73.4) Street and highway
10959;W73.5;XX;W65-W74;W73;(W73.5) Trade and service area
10960;W73.6;XX;W65-W74;W73;(W73.6) Industrial and construction area
10961;W73.7;XX;W65-W74;W73;(W73.7) Farm
10962;W73.8;XX;W65-W74;W73;(W73.8) Other specified place
10963;W73.9;XX;W65-W74;W73;(W73.9) Unspecified place
10964;W74;XX;W65-W74;0;(W74) Unspecified drowning and submersion
10965;W74.0;XX;W65-W74;W74;(W74.0) Home
10966;W74.1;XX;W65-W74;W74;(W74.1) Residential institution
10967;W74.2;XX;W65-W74;W74;(W74.2) School, other institution and public administrative area
10968;W74.3;XX;W65-W74;W74;(W74.3) Sports and athletics area
10969;W74.4;XX;W65-W74;W74;(W74.4) Street and highway
10970;W74.5;XX;W65-W74;W74;(W74.5) Trade and service area
10971;W74.6;XX;W65-W74;W74;(W74.6) Industrial and construction area
10972;W74.7;XX;W65-W74;W74;(W74.7) Farm
10973;W74.8;XX;W65-W74;W74;(W74.8) Other specified place
10974;W74.9;XX;W65-W74;W74;(W74.9) Unspecified place
10975;W75-W84;XX;0;0;(W75-W84) Other accidental threats to breathing
10976;W75;XX;W75-W84;0;(W75) Accidental suffocation and strangulation in bed
10977;W75.0;XX;W75-W84;W75;(W75.0) Home
10978;W75.1;XX;W75-W84;W75;(W75.1) Residential institution
10979;W75.2;XX;W75-W84;W75;(W75.2) School, other institution and public administrative area
10980;W75.3;XX;W75-W84;W75;(W75.3) Sports and athletics area
10981;W75.4;XX;W75-W84;W75;(W75.4) Street and highway
10982;W75.5;XX;W75-W84;W75;(W75.5) Trade and service area
10983;W75.6;XX;W75-W84;W75;(W75.6) Industrial and construction area
10984;W75.7;XX;W75-W84;W75;(W75.7) Farm
10985;W75.8;XX;W75-W84;W75;(W75.8) Other specified place
10986;W75.9;XX;W75-W84;W75;(W75.9) Unspecified place
10987;W76;XX;W75-W84;0;(W76) Other accidental hanging and strangulation
10988;W76.0;XX;W75-W84;W76;(W76.0) Home
10989;W76.1;XX;W75-W84;W76;(W76.1) Residential institution
10990;W76.2;XX;W75-W84;W76;(W76.2) School, other institution and public administrative area
10991;W76.3;XX;W75-W84;W76;(W76.3) Sports and athletics area
10992;W76.4;XX;W75-W84;W76;(W76.4) Street and highway
10993;W76.5;XX;W75-W84;W76;(W76.5) Trade and service area
10994;W76.6;XX;W75-W84;W76;(W76.6) Industrial and construction area
10995;W76.7;XX;W75-W84;W76;(W76.7) Farm
10996;W76.8;XX;W75-W84;W76;(W76.8) Other specified place
10997;W76.9;XX;W75-W84;W76;(W76.9) Unspecified place
10998;W77;XX;W75-W84;0;(W77) Threat to breathing due to cave-in, falling earth and other substances
10999;W77.0;XX;W75-W84;W77;(W77.0) Home
11000;W77.1;XX;W75-W84;W77;(W77.1) Residential institution
11001;W77.2;XX;W75-W84;W77;(W77.2) School, other institution and public administrative area
11002;W77.3;XX;W75-W84;W77;(W77.3) Sports and athletics area
11003;W77.4;XX;W75-W84;W77;(W77.4) Street and highway
11004;W77.5;XX;W75-W84;W77;(W77.5) Trade and service area
11005;W77.6;XX;W75-W84;W77;(W77.6) Industrial and construction area
11006;W77.7;XX;W75-W84;W77;(W77.7) Farm
11007;W77.8;XX;W75-W84;W77;(W77.8) Other specified place
11008;W77.9;XX;W75-W84;W77;(W77.9) Unspecified place
11009;W78;XX;W75-W84;0;(W78) Inhalation of gastric contents
11010;W78.0;XX;W75-W84;W78;(W78.0) Home
11011;W78.1;XX;W75-W84;W78;(W78.1) Residential institution
11012;W78.2;XX;W75-W84;W78;(W78.2) School, other institution and public administrative area
11013;W78.3;XX;W75-W84;W78;(W78.3) Sports and athletics area
11014;W78.4;XX;W75-W84;W78;(W78.4) Street and highway
11015;W78.5;XX;W75-W84;W78;(W78.5) Trade and service area
11016;W78.6;XX;W75-W84;W78;(W78.6) Industrial and construction area
11017;W78.7;XX;W75-W84;W78;(W78.7) Farm
11018;W78.8;XX;W75-W84;W78;(W78.8) Other specified place
11019;W78.9;XX;W75-W84;W78;(W78.9) Unspecified place
11020;W79;XX;W75-W84;0;(W79) Inhalation and ingestion of food causing obstruction of respiratory tract
11021;W79.0;XX;W75-W84;W79;(W79.0) Home
11022;W79.1;XX;W75-W84;W79;(W79.1) Residential institution
11023;W79.2;XX;W75-W84;W79;(W79.2) School, other institution and public administrative area
11024;W79.3;XX;W75-W84;W79;(W79.3) Sports and athletics area
11025;W79.4;XX;W75-W84;W79;(W79.4) Street and highway
11026;W79.5;XX;W75-W84;W79;(W79.5) Trade and service area
11027;W79.6;XX;W75-W84;W79;(W79.6) Industrial and construction area
11028;W79.7;XX;W75-W84;W79;(W79.7) Farm
11029;W79.8;XX;W75-W84;W79;(W79.8) Other specified place
11030;W79.9;XX;W75-W84;W79;(W79.9) Unspecified place
11031;W80;XX;W75-W84;0;(W80) Inhalation and ingestion of other objects causing obstruction of respiratory tract
11032;W80.0;XX;W75-W84;W80;(W80.0) Home
11033;W80.1;XX;W75-W84;W80;(W80.1) Residential institution
11034;W80.2;XX;W75-W84;W80;(W80.2) School, other institution and public administrative area
11035;W80.3;XX;W75-W84;W80;(W80.3) Sports and athletics area
11036;W80.4;XX;W75-W84;W80;(W80.4) Street and highway
11037;W80.5;XX;W75-W84;W80;(W80.5) Trade and service area
11038;W80.6;XX;W75-W84;W80;(W80.6) Industrial and construction area
11039;W80.7;XX;W75-W84;W80;(W80.7) Farm
11040;W80.8;XX;W75-W84;W80;(W80.8) Other specified place
11041;W80.9;XX;W75-W84;W80;(W80.9) Unspecified place
11042;W81;XX;W75-W84;0;(W81) Confined to or trapped in a low-oxygen environment
11043;W81.0;XX;W75-W84;W81;(W81.0) Home
11044;W81.1;XX;W75-W84;W81;(W81.1) Residential institution
11045;W81.2;XX;W75-W84;W81;(W81.2) School, other institution and public administrative area
11046;W81.3;XX;W75-W84;W81;(W81.3) Sports and athletics area
11047;W81.4;XX;W75-W84;W81;(W81.4) Street and highway
11048;W81.5;XX;W75-W84;W81;(W81.5) Trade and service area
11049;W81.6;XX;W75-W84;W81;(W81.6) Industrial and construction area
11050;W81.7;XX;W75-W84;W81;(W81.7) Farm
11051;W81.8;XX;W75-W84;W81;(W81.8) Other specified place
11052;W81.9;XX;W75-W84;W81;(W81.9) Unspecified place
11053;W83;XX;W75-W84;0;(W83) Other specified threats to breathing
11054;W83.0;XX;W75-W84;W83;(W83.0) Home
11055;W83.1;XX;W75-W84;W83;(W83.1) Residential institution
11056;W83.2;XX;W75-W84;W83;(W83.2) School, other institution and public administrative area
11057;W83.3;XX;W75-W84;W83;(W83.3) Sports and athletics area
11058;W83.4;XX;W75-W84;W83;(W83.4) Street and highway
11059;W83.5;XX;W75-W84;W83;(W83.5) Trade and service area
11060;W83.6;XX;W75-W84;W83;(W83.6) Industrial and construction area
11061;W83.7;XX;W75-W84;W83;(W83.7) Farm
11062;W83.8;XX;W75-W84;W83;(W83.8) Other specified place
11063;W83.9;XX;W75-W84;W83;(W83.9) Unspecified place
11064;W84;XX;W75-W84;0;(W84) Unspecified threat to breathing
11065;W84.0;XX;W75-W84;W84;(W84.0) Home
11066;W84.1;XX;W75-W84;W84;(W84.1) Residential institution
11067;W84.2;XX;W75-W84;W84;(W84.2) School, other institution and public administrative area
11068;W84.3;XX;W75-W84;W84;(W84.3) Sports and athletics area
11069;W84.4;XX;W75-W84;W84;(W84.4) Street and highway
11070;W84.5;XX;W75-W84;W84;(W84.5) Trade and service area
11071;W84.6;XX;W75-W84;W84;(W84.6) Industrial and construction area
11072;W84.7;XX;W75-W84;W84;(W84.7) Farm
11073;W84.8;XX;W75-W84;W84;(W84.8) Other specified place
11074;W84.9;XX;W75-W84;W84;(W84.9) Unspecified place
11075;W85-W99;XX;0;0;(W85-W99) Exposure to electric current, radiation and extreme ambient air temperature and pressure
11076;W85;XX;W85-W99;0;(W85) Exposure to electric transmission lines
11077;W85.0;XX;W85-W99;W85;(W85.0) Home
11078;W85.1;XX;W85-W99;W85;(W85.1) Residential institution
11079;W85.2;XX;W85-W99;W85;(W85.2) School, other institution and public administrative area
11080;W85.3;XX;W85-W99;W85;(W85.3) Sports and athletics area
11081;W85.4;XX;W85-W99;W85;(W85.4) Street and highway
11082;W85.5;XX;W85-W99;W85;(W85.5) Trade and service area
11083;W85.6;XX;W85-W99;W85;(W85.6) Industrial and construction area
11084;W85.7;XX;W85-W99;W85;(W85.7) Farm
11085;W85.8;XX;W85-W99;W85;(W85.8) Other specified place
11086;W85.9;XX;W85-W99;W85;(W85.9) Unspecified place
11087;W86;XX;W85-W99;0;(W86) Exposure to other specified electric current
11088;W86.0;XX;W85-W99;W86;(W86.0) Home
11089;W86.1;XX;W85-W99;W86;(W86.1) Residential institution
11090;W86.2;XX;W85-W99;W86;(W86.2) School, other institution and public administrative area
11091;W86.3;XX;W85-W99;W86;(W86.3) Sports and athletics area
11092;W86.4;XX;W85-W99;W86;(W86.4) Street and highway
11093;W86.5;XX;W85-W99;W86;(W86.5) Trade and service area
11094;W86.6;XX;W85-W99;W86;(W86.6) Industrial and construction area
11095;W86.7;XX;W85-W99;W86;(W86.7) Farm
11096;W86.8;XX;W85-W99;W86;(W86.8) Other specified place
11097;W86.9;XX;W85-W99;W86;(W86.9) Unspecified place
11098;W87;XX;W85-W99;0;(W87) Exposure to unspecified electric current
11099;W87.0;XX;W85-W99;W87;(W87.0) Home
11100;W87.1;XX;W85-W99;W87;(W87.1) Residential institution
11101;W87.2;XX;W85-W99;W87;(W87.2) School, other institution and public administrative area
11102;W87.3;XX;W85-W99;W87;(W87.3) Sports and athletics area
11103;W87.4;XX;W85-W99;W87;(W87.4) Street and highway
11104;W87.5;XX;W85-W99;W87;(W87.5) Trade and service area
11105;W87.6;XX;W85-W99;W87;(W87.6) Industrial and construction area
11106;W87.7;XX;W85-W99;W87;(W87.7) Farm
11107;W87.8;XX;W85-W99;W87;(W87.8) Other specified place
11108;W87.9;XX;W85-W99;W87;(W87.9) Unspecified place
11109;W88;XX;W85-W99;0;(W88) Exposure to ionising radiation
11110;W88.0;XX;W85-W99;W88;(W88.0) Home
11111;W88.1;XX;W85-W99;W88;(W88.1) Residential institution
11112;W88.2;XX;W85-W99;W88;(W88.2) School, other institution and public administrative area
11113;W88.3;XX;W85-W99;W88;(W88.3) Sports and athletics area
11114;W88.4;XX;W85-W99;W88;(W88.4) Street and highway
11115;W88.5;XX;W85-W99;W88;(W88.5) Trade and service area
11116;W88.6;XX;W85-W99;W88;(W88.6) Industrial and construction area
11117;W88.7;XX;W85-W99;W88;(W88.7) Farm
11118;W88.8;XX;W85-W99;W88;(W88.8) Other specified place
11119;W88.9;XX;W85-W99;W88;(W88.9) Unspecified place
11120;W89;XX;W85-W99;0;(W89) Exposure to man-made visible and ultraviolet light
11121;W89.0;XX;W85-W99;W89;(W89.0) Home
11122;W89.1;XX;W85-W99;W89;(W89.1) Residential institution
11123;W89.2;XX;W85-W99;W89;(W89.2) School, other institution and public administrative area
11124;W89.3;XX;W85-W99;W89;(W89.3) Sports and athletics area
11125;W89.4;XX;W85-W99;W89;(W89.4) Street and highway
11126;W89.5;XX;W85-W99;W89;(W89.5) Trade and service area
11127;W89.6;XX;W85-W99;W89;(W89.6) Industrial and construction area
11128;W89.7;XX;W85-W99;W89;(W89.7) Farm
11129;W89.8;XX;W85-W99;W89;(W89.8) Other specified place
11130;W89.9;XX;W85-W99;W89;(W89.9) Unspecified place
11131;W90;XX;W85-W99;0;(W90) Exposure to other nonionising radiation
11132;W90.0;XX;W85-W99;W90;(W90.0) Home
11133;W90.1;XX;W85-W99;W90;(W90.1) Residential institution
11134;W90.2;XX;W85-W99;W90;(W90.2) School, other institution and public administrative area
11135;W90.3;XX;W85-W99;W90;(W90.3) Sports and athletics area
11136;W90.4;XX;W85-W99;W90;(W90.4) Street and highway
11137;W90.5;XX;W85-W99;W90;(W90.5) Trade and service area
11138;W90.6;XX;W85-W99;W90;(W90.6) Industrial and construction area
11139;W90.7;XX;W85-W99;W90;(W90.7) Farm
11140;W90.8;XX;W85-W99;W90;(W90.8) Other specified place
11141;W90.9;XX;W85-W99;W90;(W90.9) Unspecified place
11142;W91;XX;W85-W99;0;(W91) Exposure to unspecified type of radiation
11143;W91.0;XX;W85-W99;W91;(W91.0) Home
11144;W91.1;XX;W85-W99;W91;(W91.1) Residential institution
11145;W91.2;XX;W85-W99;W91;(W91.2) School, other institution and public administrative area
11146;W91.3;XX;W85-W99;W91;(W91.3) Sports and athletics area
11147;W91.4;XX;W85-W99;W91;(W91.4) Street and highway
11148;W91.5;XX;W85-W99;W91;(W91.5) Trade and service area
11149;W91.6;XX;W85-W99;W91;(W91.6) Industrial and construction area
11150;W91.7;XX;W85-W99;W91;(W91.7) Farm
11151;W91.8;XX;W85-W99;W91;(W91.8) Other specified place
11152;W91.9;XX;W85-W99;W91;(W91.9) Unspecified place
11153;W92;XX;W85-W99;0;(W92) Exposure to excessive heat of man-made origin
11154;W92.0;XX;W85-W99;W92;(W92.0) Home
11155;W92.1;XX;W85-W99;W92;(W92.1) Residential institution
11156;W92.2;XX;W85-W99;W92;(W92.2) School, other institution and public administrative area
11157;W92.3;XX;W85-W99;W92;(W92.3) Sports and athletics area
11158;W92.4;XX;W85-W99;W92;(W92.4) Street and highway
11159;W92.5;XX;W85-W99;W92;(W92.5) Trade and service area
11160;W92.6;XX;W85-W99;W92;(W92.6) Industrial and construction area
11161;W92.7;XX;W85-W99;W92;(W92.7) Farm
11162;W92.8;XX;W85-W99;W92;(W92.8) Other specified place
11163;W92.9;XX;W85-W99;W92;(W92.9) Unspecified place
11164;W93;XX;W85-W99;0;(W93) Exposure to excessive cold of man-made origin
11165;W93.0;XX;W85-W99;W93;(W93.0) Home
11166;W93.1;XX;W85-W99;W93;(W93.1) Residential institution
11167;W93.2;XX;W85-W99;W93;(W93.2) School, other institution and public administrative area
11168;W93.3;XX;W85-W99;W93;(W93.3) Sports and athletics area
11169;W93.4;XX;W85-W99;W93;(W93.4) Street and highway
11170;W93.5;XX;W85-W99;W93;(W93.5) Trade and service area
11171;W93.6;XX;W85-W99;W93;(W93.6) Industrial and construction area
11172;W93.7;XX;W85-W99;W93;(W93.7) Farm
11173;W93.8;XX;W85-W99;W93;(W93.8) Other specified place
11174;W93.9;XX;W85-W99;W93;(W93.9) Unspecified place
11175;W94;XX;W85-W99;0;(W94) Exposure to high and low air pressure and changes in air pressure
11176;X00-X09;XX;0;0;(X00-X09) Exposure to smoke, fire and flames
11177;X00;XX;X00-X09;0;(X00) Exposure to uncontrolled fire in building or structure
11178;X00.0;XX;X00-X09;X00;(X00.0) Home
11179;X00.1;XX;X00-X09;X00;(X00.1) Residential institution
11180;X00.2;XX;X00-X09;X00;(X00.2) School, other institution and public administrative area
11181;X00.3;XX;X00-X09;X00;(X00.3) Sports and athletics area
11182;X00.4;XX;X00-X09;X00;(X00.4) Street and highway
11183;X00.5;XX;X00-X09;X00;(X00.5) Trade and service area
11184;X00.6;XX;X00-X09;X00;(X00.6) Industrial and construction area
11185;X00.7;XX;X00-X09;X00;(X00.7) Farm
11186;X00.8;XX;X00-X09;X00;(X00.8) Other specified place
11187;X00.9;XX;X00-X09;X00;(X00.9) Unspecified place
11188;X01;XX;X00-X09;0;(X01) Exposure to uncontrolled fire, not in building or structure
11189;X01.0;XX;X00-X09;X01;(X01.0) Home
11190;X01.1;XX;X00-X09;X01;(X01.1) Residential institution
11191;X01.2;XX;X00-X09;X01;(X01.2) School, other institution and public administrative area
11192;X01.3;XX;X00-X09;X01;(X01.3) Sports and athletics area
11193;X01.4;XX;X00-X09;X01;(X01.4) Street and highway
11194;X01.5;XX;X00-X09;X01;(X01.5) Trade and service area
11195;X01.6;XX;X00-X09;X01;(X01.6) Industrial and construction area
11196;X01.7;XX;X00-X09;X01;(X01.7) Farm
11197;X01.8;XX;X00-X09;X01;(X01.8) Other specified place
11198;X01.9;XX;X00-X09;X01;(X01.9) Unspecified place
11199;X02;XX;X00-X09;0;(X02) Exposure to controlled fire in building or structure
11200;X02.0;XX;X00-X09;X02;(X02.0) Home
11201;X02.1;XX;X00-X09;X02;(X02.1) Residential institution
11202;X02.2;XX;X00-X09;X02;(X02.2) School, other institution and public administrative area
11203;X02.3;XX;X00-X09;X02;(X02.3) Sports and athletics area
11204;X02.4;XX;X00-X09;X02;(X02.4) Street and highway
11205;X02.5;XX;X00-X09;X02;(X02.5) Trade and service area
11206;X02.6;XX;X00-X09;X02;(X02.6) Industrial and construction area
11207;X02.7;XX;X00-X09;X02;(X02.7) Farm
11208;X02.8;XX;X00-X09;X02;(X02.8) Other specified place
11209;X02.9;XX;X00-X09;X02;(X02.9) Unspecified place
11210;X03;XX;X00-X09;0;(X03) Exposure to controlled fire, not in building or structure
11211;X03.0;XX;X00-X09;X03;(X03.0) Home
11212;X03.1;XX;X00-X09;X03;(X03.1) Residential institution
11213;X03.2;XX;X00-X09;X03;(X03.2) School, other institution and public administrative area
11214;X03.3;XX;X00-X09;X03;(X03.3) Sports and athletics area
11215;X03.4;XX;X00-X09;X03;(X03.4) Street and highway
11216;X03.5;XX;X00-X09;X03;(X03.5) Trade and service area
11217;X03.6;XX;X00-X09;X03;(X03.6) Industrial and construction area
11218;X03.7;XX;X00-X09;X03;(X03.7) Farm
11219;X03.8;XX;X00-X09;X03;(X03.8) Other specified place
11220;X03.9;XX;X00-X09;X03;(X03.9) Unspecified place
11221;X04;XX;X00-X09;0;(X04) Exposure to ignition of highly flammable material
11222;X04.0;XX;X00-X09;X04;(X04.0) Home
11223;X04.1;XX;X00-X09;X04;(X04.1) Residential institution
11224;X04.2;XX;X00-X09;X04;(X04.2) School, other institution and public administrative area
11225;X04.3;XX;X00-X09;X04;(X04.3) Sports and athletics area
11226;X04.4;XX;X00-X09;X04;(X04.4) Street and highway
11227;X04.5;XX;X00-X09;X04;(X04.5) Trade and service area
11228;X04.6;XX;X00-X09;X04;(X04.6) Industrial and construction area
11229;X04.7;XX;X00-X09;X04;(X04.7) Farm
11230;X04.8;XX;X00-X09;X04;(X04.8) Other specified place
11231;X04.9;XX;X00-X09;X04;(X04.9) Unspecified place
11232;X05;XX;X00-X09;0;(X05) Exposure to ignition or melting of nightwear
11233;X05.0;XX;X00-X09;X05;(X05.0) Home
11234;X05.1;XX;X00-X09;X05;(X05.1) Residential institution
11235;X05.2;XX;X00-X09;X05;(X05.2) School, other institution and public administrative area
11236;X05.3;XX;X00-X09;X05;(X05.3) Sports and athletics area
11237;X05.4;XX;X00-X09;X05;(X05.4) Street and highway
11238;X05.5;XX;X00-X09;X05;(X05.5) Trade and service area
11239;X05.6;XX;X00-X09;X05;(X05.6) Industrial and construction area
11240;X05.7;XX;X00-X09;X05;(X05.7) Farm
11241;X05.8;XX;X00-X09;X05;(X05.8) Other specified place
11242;X05.9;XX;X00-X09;X05;(X05.9) Unspecified place
11243;X06;XX;X00-X09;0;(X06) Exposure to ignition or melting of other clothing and apparel
11244;X06.0;XX;X00-X09;X06;(X06.0) Home
11245;X06.1;XX;X00-X09;X06;(X06.1) Residential institution
11246;X06.2;XX;X00-X09;X06;(X06.2) School, other institution and public administrative area
11247;X06.3;XX;X00-X09;X06;(X06.3) Sports and athletics area
11248;X06.4;XX;X00-X09;X06;(X06.4) Street and highway
11249;X06.5;XX;X00-X09;X06;(X06.5) Trade and service area
11250;X06.6;XX;X00-X09;X06;(X06.6) Industrial and construction area
11251;X06.7;XX;X00-X09;X06;(X06.7) Farm
11252;X06.8;XX;X00-X09;X06;(X06.8) Other specified place
11253;X06.9;XX;X00-X09;X06;(X06.9) Unspecified place
11254;X08;XX;X00-X09;0;(X08) Exposure to other specified smoke, fire and flames
11255;X08.0;XX;X00-X09;X08;(X08.0) Home
11256;X08.1;XX;X00-X09;X08;(X08.1) Residential institution
11257;X08.2;XX;X00-X09;X08;(X08.2) School, other institution and public administrative area
11258;X08.3;XX;X00-X09;X08;(X08.3) Sports and athletics area
11259;X08.4;XX;X00-X09;X08;(X08.4) Street and highway
11260;X08.5;XX;X00-X09;X08;(X08.5) Trade and service area
11261;X08.6;XX;X00-X09;X08;(X08.6) Industrial and construction area
11262;X08.7;XX;X00-X09;X08;(X08.7) Farm
11263;X08.8;XX;X00-X09;X08;(X08.8) Other specified place
11264;X08.9;XX;X00-X09;X08;(X08.9) Unspecified place
11265;X09;XX;X00-X09;0;(X09) Exposure to unspecified smoke, fire and flames
11266;X09.0;XX;X00-X09;X09;(X09.0) Home
11267;X09.1;XX;X00-X09;X09;(X09.1) Residential institution
11268;X09.2;XX;X00-X09;X09;(X09.2) School, other institution and public administrative area
11269;X09.3;XX;X00-X09;X09;(X09.3) Sports and athletics area
11270;X09.4;XX;X00-X09;X09;(X09.4) Street and highway
11271;X09.5;XX;X00-X09;X09;(X09.5) Trade and service area
11272;X09.6;XX;X00-X09;X09;(X09.6) Industrial and construction area
11273;X09.7;XX;X00-X09;X09;(X09.7) Farm
11274;X09.8;XX;X00-X09;X09;(X09.8) Other specified place
11275;X09.9;XX;X00-X09;X09;(X09.9) Unspecified place
11276;X10-X19;XX;0;0;(X10-X19) Contact with heat and hot substances
