id;code;name;address;region;province;city;barangay;zip;landline;cellphone;fax;email;email2;website;ownership;type;status
20620;DOH000000000025306;SAN ISIDRO BARANGAY HEALTH STATION;;Region 7;CEBU;SAN FERNANDO;SAN ISIDRO;;;;;;;;Government;Barangay Health Station;Active
20621;DOH000000000025307;TANANAS BARANGAY HEALTH STATION;;Region 7;CEBU;SAN FERNANDO;TANANAS;;;;;;;;Government;Barangay Health Station;Active
20622;DOH000000000025308;TINUBDAN BARANGAY HEALTH STATION;;Region 7;CEBU;SAN FERNANDO;TINUBDAN;;;;;;;;Government;Barangay Health Station;Active
20623;DOH000000000025309;TONGGO BARANGAY HEALTH STATION;;Region 7;CEBU;SAN FERNANDO;TONGGO;;;;;;;;Government;Barangay Health Station;Active
20624;DOH000000000025310;TUBOD BARANGAY HEALTH STATION;;Region 7;CEBU;SAN FERNANDO;TUBOD;;;;;;;;Government;Barangay Health Station;Active
20625;DOH000000000025311;HIMENSULAN BARANGAY HEALTH STATION;;Region 7;CEBU;SAN FRANCISCO;HIMENSULAN;;;;;;;;Government;Barangay Health Station;Active
20626;DOH000000000025312;NORTHERN POBLACION BARANGAY HEALTH STATION;;Region 7;CEBU;SAN FRANCISCO;NORTHERN POBLACION;;;;;;;;Government;Barangay Health Station;Active
20627;DOH000000000025313;SONOG BARANGAY HEALTH STATION;;Region 7;CEBU;SAN FRANCISCO;SONOG;;;;;;;;Government;Barangay Health Station;Active
20628;DOH000000000025314;SOUTHERN POBLACION BARANGAY HEALTH STATION;;Region 7;CEBU;SAN FRANCISCO;SOUTHERN POBLACION;;;;;;;;Government;Barangay Health Station;Active
20629;DOH000000000025315;UNIDOS  BARANGAY HEALTH STATION;;Region 7;CEBU;SAN FRANCISCO;UNIDOS;;;;;;;;Government;Barangay Health Station;Active
20630;DOH000000000025316;WESTERN POBLACION BARANGAY HEALTH STATION;;Region 7;CEBU;SAN FRANCISCO;WESTERN POBLACION;;;;;;;;Government;Barangay Health Station;Active
20631;DOH000000000025317;ANAPOG BARANGAY HEALTH STATION;;Region 7;CEBU;SAN REMIGIO;ANAPOG;;;;;;;;Government;Barangay Health Station;Active
20632;DOH000000000025318;BAGTIC BARANGAY HEALTH STATION;;Region 7;CEBU;SAN REMIGIO;BAGTIC;;;;;;;;Government;Barangay Health Station;Active
20633;DOH000000000025319;BANCASAN BARANGAY HEALTH STATION;;Region 7;CEBU;SAN REMIGIO;BANCASAN;;;;;;;;Government;Barangay Health Station;Active
20634;DOH000000000025320;BATAD BARANGAY HEALTH STATION;;Region 7;CEBU;SAN REMIGIO;BATAD;;;;;;;;Government;Barangay Health Station;Active
20635;DOH000000000025321;BUSOGON BARANGAY HEALTH STATION;;Region 7;CEBU;SAN REMIGIO;BUSOGON;;;;;;;;Government;Barangay Health Station;Active
20636;DOH000000000025322;CANAGAHAN BARANGAY HEALTH STATION;;Region 7;CEBU;SAN REMIGIO;CANAGAHAN;;;;;;;;Government;Barangay Health Station;Active
20637;DOH000000000025323;HAGNAYA BARANGAY HEALTH STATION;;Region 7;CEBU;SAN REMIGIO;HAGNAYA;;;;;;;;Government;Barangay Health Station;Active
20638;DOH000000000025324;KAYAM BARANGAY HEALTH STATION;;Region 7;CEBU;SAN REMIGIO;KAYAM;;;;;;;;Government;Barangay Health Station;Active
20639;DOH000000000025325;KINAWAHAN BARANGAY HEALTH STATION;;Region 7;CEBU;SAN REMIGIO;KINAWAHAN;;;;;;;;Government;Barangay Health Station;Active
20640;DOH000000000025326;LAWIS BARANGAY HEALTH STATION;;Region 7;CEBU;SAN REMIGIO;LAWIS;;;;;;;;Government;Barangay Health Station;Active
20641;DOH000000000025327;PUNTA BARANGAY HEALTH STATION;;Region 7;CEBU;SAN REMIGIO;PUNTA;;;;;;;;Government;Barangay Health Station;Active
20642;DOH000000000025328;SAB-A BARANGAY HEALTH STATION;;Region 7;CEBU;SAN REMIGIO;SAB-A;;;;;;;;Government;Barangay Health Station;Active
20643;DOH000000000025329;TO-ONG BARANGAY HEALTH STATION;;Region 7;CEBU;SAN REMIGIO;TO-ONG;;;;;;;;Government;Barangay Health Station;Active
20644;DOH000000000025330;CANDAMIANG BARANGAY HEALTH STATION;;Region 7;CEBU;SANTANDER;CANDAMIANG;;;;;;;;Government;Barangay Health Station;Active
20645;DOH000000000025331;CANLUMACAD BARANGAY HEALTH STATION;;Region 7;CEBU;SANTANDER;CANLUMACAD;;;;;;;;Government;Barangay Health Station;Active
20646;DOH000000000025332;LOOC BARANGAY HEALTH STATION;;Region 7;CEBU;SANTANDER;LOOC;;;;;;;;Government;Barangay Health Station;Active
20647;DOH000000000025333;CALUMBOYAN BARANGAY HEALTH STATION;;Region 7;CEBU;SOGOD;CALUMBOYAN;;;;;;;;Government;Barangay Health Station;Active
20648;DOH000000000025334;DAKIT BARANGAY HEALTH STATION;;Region 7;CEBU;SOGOD;DAKIT;;;;;;;;Government;Barangay Health Station;Active
20649;DOH000000000025335;DAMOLOG  BARANGAY HEALTH STATION;;Region 7;CEBU;SOGOD;DAMOLOG;;;;;;;;Government;Barangay Health Station;Active
20650;DOH000000000025336;IBABAO HEALTH CENTER;;Region 7;CEBU;SOGOD;IBABAO;;;;;;;;Government;Barangay Health Station;Active
20651;DOH000000000025337;NAHUS-AN BARANGAY HEALTH STATION;;Region 7;CEBU;SOGOD;NAHUS-AN;;;;;;;;Government;Barangay Health Station;Active
20652;DOH000000000025338;TAKAY BARANGAY HEALTH STATION;;Region 7;CEBU;SOGOD;TAKAY;;;;;;;;Government;Barangay Health Station;Active
20653;DOH000000000025339;CABANGAHAN HEALTH CENTER;;Region 7;CEBU;SOGOD;CABANGAHAN;;;;;;;;Government;Barangay Health Station;Active
20654;DOH000000000025340;DALID BARANGAY HEALTH STATION;;Region 7;CEBU;TABUELAN;DALID;;;;;;;;Government;Barangay Health Station;Active
20655;DOH000000000025341;KANLIM-AO BARANGAY HEALTH STATION;;Region 7;CEBU;TABUELAN;KANLIM-AO;;;;;;;;Government;Barangay Health Station;Active
20656;DOH000000000025342;KANLUHANGON BARANGAY HEALTH STATION;;Region 7;CEBU;TABUELAN;KANLUHANGON;;;;;;;;Government;Barangay Health Station;Active
20657;DOH000000000025343;MABUNAO BARANGAY HEALTH STATION;;Region 7;CEBU;TABUELAN;MABUNAO;;;;;;;;Government;Barangay Health Station;Active
20658;DOH000000000025344;MARAVILLA BARANGAY HEALTH STATION;;Region 7;CEBU;TABUELAN;MARAVILLA;;;;;;;;Government;Barangay Health Station;Active
20659;DOH000000000025345;OLIVO HEALTH CENTER;;Region 7;CEBU;TABUELAN;OLIVO;;;;;;;;Government;Barangay Health Station;Active
20660;DOH000000000025346;VILLAHERMOSA BARANGAY HEALTH STATION;;Region 7;CEBU;TABUELAN;VILLAHERMOSA;;;;;;;;Government;Barangay Health Station;Active
20661;DOH000000000025347;AWIHAO HEALTH CENTER;;Region 7;CEBU;TOLEDO CITY;AWIHAO;;;;;;;;Government;Barangay Health Station;Active
20662;DOH000000000025348;BAGAKAY HEALTH CENTER;;Region 7;CEBU;TOLEDO CITY;BAGAKAY;;;;;;;;Government;Barangay Health Station;Active
20663;DOH000000000025349;BATO HEALTH CENTER;;Region 7;CEBU;TOLEDO CITY;BATO;;;;;;;;Government;Barangay Health Station;Active
20664;DOH000000000025350;BIGA HEALTH CENTER;;Region 7;CEBU;TOLEDO CITY;BIGA;;;;;;;;Government;Barangay Health Station;Active
20665;DOH000000000025351;BULONGAN HEALTH CENTER;;Region 7;CEBU;TOLEDO CITY;BULONGAN;;;;;;;;Government;Barangay Health Station;Active
20666;DOH000000000025352;BUNGA HEALTH CENTER;;Region 7;CEBU;TOLEDO CITY;BUNGA;;;;;;;;Government;Barangay Health Station;Active
20667;DOH000000000025353;CABITOONAN BARANGAY HEALTH STATION;;Region 7;CEBU;TOLEDO CITY;CABITOONAN;;;;;;;;Government;Barangay Health Station;Active
20668;DOH000000000025354;CALONGCALONG HEALTH CENTER;;Region 7;CEBU;TOLEDO CITY;CALONGCALONG;;;;;;;;Government;Barangay Health Station;Active
20669;DOH000000000025355;CAMBANG-UG HEALTH CENTER;;Region 7;CEBU;TOLEDO CITY;CAMBANG-UG;;;;;;;;Government;Barangay Health Station;Active
20670;DOH000000000025356;CAMP 8 HEALTH CENTER;;Region 7;CEBU;TOLEDO CITY;CAMP 8;;;;;;;;Government;Barangay Health Station;Active
20671;DOH000000000025357;CANLUMAMPAO HEALTH CENTER;;Region 7;CEBU;TOLEDO CITY;CANLUMAMPAO;;;;;;;;Government;Barangay Health Station;Active
20672;DOH000000000025358;CANTABACO HEALTH CENTER;;Region 7;CEBU;TOLEDO CITY;CANTABACO;;;;;;;;Government;Barangay Health Station;Active
20673;DOH000000000025359;CAPITAN CLAUDIO BARANGAY HEALTH STATION;;Region 7;CEBU;TOLEDO CITY;CAPITAN CLAUDIO;;;;;;;;Government;Barangay Health Station;Active
20674;DOH000000000025360;CARMEN BARANGAY HEALTH STATION;;Region 7;CEBU;TOLEDO CITY;CARMEN;;;;;;;;Government;Barangay Health Station;Active
20675;DOH000000000025361;DAANGLUNGSOD BARANGAY HEALTH STATION;;Region 7;CEBU;TOLEDO CITY;DAANGLUNGSOD;;;;;;;;Government;Barangay Health Station;Active
20676;DOH000000000025362;DON ANDRES SORIANO BARANGAY HEALTH STATION;;Region 7;CEBU;TOLEDO CITY;DON ANDRES SORIANO (LUTOPAN);;;;;;;;Government;Barangay Health Station;Active
20677;DOH000000000025363;DUMLOG BARANGAY HEALTH STATION;;Region 7;CEBU;TOLEDO CITY;DUMLOG;;;;;;;;Government;Barangay Health Station;Active
20678;DOH000000000025364;IBO BARANGAY HEALTH STATION;;Region 7;CEBU;TOLEDO CITY;IBO;;;;;;;;Government;Barangay Health Station;Active
20679;DOH000000000025365;ILIHAN BARANGAY HEALTH STATION;;Region 7;CEBU;TOLEDO CITY;ILIHAN;;;;;;;;Government;Barangay Health Station;Active
20680;DOH000000000025366;LANDAHAN HEALTH CENTER;;Region 7;CEBU;TOLEDO CITY;LANDAHAN;;;;;;;;Government;Barangay Health Station;Active
20681;DOH000000000025367;LOAY HEALTH CENTER;;Region 7;CEBU;TOLEDO CITY;LOAY;;;;;;;;Government;Barangay Health Station;Active
20682;DOH000000000025368;LURAY II BARANGAY HEALTH STATION;;Region 7;CEBU;TOLEDO CITY;LURAY II;;;;;;;;Government;Barangay Health Station;Active
20683;DOH000000000025369;MAGDUGO BARANGAY HEALTH STATION;;Region 7;CEBU;TOLEDO CITY;JUAN CLIMACO, SR. (MAGDUGO);;;;;;;;Government;Barangay Health Station;Active
20684;DOH000000000025370;MALUBOG HEALTH STATION;;Region 7;CEBU;TOLEDO CITY;GEN. CLIMACO (MALUBOG);;;;;;;;Government;Barangay Health Station;Active
20685;DOH000000000025371;MATAB-ANG BARANGAY HEALTH STATION;;Region 7;CEBU;TOLEDO CITY;MATAB-ANG;;;;;;;;Government;Barangay Health Station;Active
20686;DOH000000000025372;MEDIA ONCE HEALTH CENTER;;Region 7;CEBU;TOLEDO CITY;MEDIA ONCE;;;;;;;;Government;Barangay Health Station;Active
20687;DOH000000000025373;PANGAMIHAN BARANGAY HEALTH STATION;;Region 7;CEBU;TOLEDO CITY;PANGAMIHAN;;;;;;;;Government;Barangay Health Station;Active
20688;DOH000000000025374;POBLACION HEALTH CENTER;;Region 7;CEBU;TOLEDO CITY;POBLACION;;;;;;;;Government;Barangay Health Station;Active
20689;DOH000000000025375;POOG BARANGAY HEALTH STATION;;Region 7;CEBU;TOLEDO CITY;POOG;;;;;;;;Government;Barangay Health Station;Active
20690;DOH000000000025376;PUTINGBATO HEALTH CENTER;;Region 7;CEBU;TOLEDO CITY;PUTINGBATO;;;;;;;;Government;Barangay Health Station;Active
20691;DOH000000000025377;SAGAY HEALTH CENTER;;Region 7;CEBU;TOLEDO CITY;SAGAY;;;;;;;;Government;Barangay Health Station;Active
20692;DOH000000000025378;SAM-ANG HEALTH CENTER;;Region 7;CEBU;TOLEDO CITY;SAM-ANG;;;;;;;;Government;Barangay Health Station;Active
20693;DOH000000000025379;SANTO NI?O BARANGAY HEALTH CENTER;;Region 7;CEBU;TOLEDO CITY;SANTO NI??O (MAINGGIT);;;;;;;;Government;Barangay Health Station;Active
20694;DOH000000000025380;SUBAYON BARANGAY HEALTH STATION;;Region 7;CEBU;TOLEDO CITY;SUBAYON;;;;;;;;Government;Barangay Health Station;Active
20695;DOH000000000025381;TALAVERA BARANGAY HEALTH STATION;;Region 7;CEBU;TOLEDO CITY;TALAVERA;;;;;;;;Government;Barangay Health Station;Active
20696;DOH000000000025382;TUBOD HEALTH CENTER;;Region 7;CEBU;TOLEDO CITY;TUBOD;;;;;;;;Government;Barangay Health Station;Active
20697;DOH000000000025383;TUNGKAY HEALTH CENTER;;Region 7;CEBU;TOLEDO CITY;TUNGKAY;;;;;;;;Government;Barangay Health Station;Active
20698;DOH000000000025384;APALAN BARANGAY HEALTH STATION;;Region 7;CEBU;TUBURAN;APALAN;;;;;;;;Government;Barangay Health Station;Active
20699;DOH000000000025385;GA-ANG BARANGAY HEALTH STATION;;Region 7;CEBU;TUBURAN;GA-ANG;;;;;;;;Government;Barangay Health Station;Active
20700;DOH000000000025386;JAGBUAYA BARANGAY HEALTH STATION;;Region 7;CEBU;TUBURAN;JAGBUAYA;;;;;;;;Government;Barangay Health Station;Active
20701;DOH000000000025387;KAMANSI BARANGAY HEALTH STATION;;Region 7;CEBU;TUBURAN;KAMANSI;;;;;;;;Government;Barangay Health Station;Active
20702;DOH000000000025388;MONTEALEGRE BARANGAY HEALTH STATION;;Region 7;CEBU;TUBURAN;MONTEALEGRE;;;;;;;;Government;Barangay Health Station;Active
20703;DOH000000000025389;BARANGAY I (POB.) BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;BAIS CITY;BARANGAY  I (POB.);;;;;;;;Government;Barangay Health Station;Active
20704;DOH000000000025390;BASAK BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;BAIS CITY;BASAK;;;;;;;;Government;Barangay Health Station;Active
20705;DOH000000000025391;CAMBUILAO BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;BAIS CITY;CAMBUILAO;;;;;;;;Government;Barangay Health Station;Active
20706;DOH000000000025392;HANGYAD BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;BAIS CITY;HANGYAD;;;;;;;;Government;Barangay Health Station;Active
20707;DOH000000000025393;KATACGAHAN BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;BAIS CITY;KATACGAHAN (TACGAHAN);;;;;;;;Government;Barangay Health Station;Active
20708;DOH000000000025394;MANLIPAC BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;BAIS CITY;MANLIPAC;;;;;;;;Government;Barangay Health Station;Active
20709;DOH000000000025395;MANSANGABAN BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;BAIS CITY;MANSANGABAN;;;;;;;;Government;Barangay Health Station;Active
20710;DOH000000000025396;OLYMPIA BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;BAIS CITY;OLYMPIA;;;;;;;;Government;Barangay Health Station;Active
20711;DOH000000000025397;PANAM-ANGAN BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;BAIS CITY;PANAM-ANGAN;;;;;;;;Government;Barangay Health Station;Active
20712;DOH000000000025398;ROSARIO BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;BAIS CITY;ROSARIO;;;;;;;;Government;Barangay Health Station;Active
20713;DOH000000000025399;SAN ISIDRO BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;BAIS CITY;SAN ISIDRO;;;;;;;;Government;Barangay Health Station;Active
20714;DOH000000000025400;TAGPO BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;BAIS CITY;TAGPO;;;;;;;;Government;Barangay Health Station;Active
20715;DOH000000000025401;TALUNGON BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;BAIS CITY;TALUNGON;;;;;;;;Government;Barangay Health Station;Active
20716;DOH000000000025402;TAMISU BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;BAIS CITY;TAMISU;;;;;;;;Government;Barangay Health Station;Active
20717;DOH000000000025403;TAMOGONG BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;BAIS CITY;TAMOGONG;;;;;;;;Government;Barangay Health Station;Active
20718;DOH000000000025404;TANGCULOGAN BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;BAIS CITY;TANGCULOGAN;;;;;;;;Government;Barangay Health Station;Active
20719;DOH000000000025405;TAYAWAN BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;CITY OF BAYAWAN (TULONG);TAYAWAN;;;;;;;;Government;Barangay Health Station;Active
20720;DOH000000000025406;TINAGO BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;CITY OF BAYAWAN (TULONG);TINAGO (POB.);;;;;;;;Government;Barangay Health Station;Active
20721;DOH000000000025407;BANWAQUE BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;GUIHULNGAN;BANWAQUE;;;;;;;;Government;Barangay Health Station;Active
20722;DOH000000000025408;PLAGATASANON BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;GUIHULNGAN;PLAGATASANON;;;;;;;;Government;Barangay Health Station;Active
20723;DOH000000000025409;POBLACION II (BARANGAY 2) BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;CITY OF TANJAY;POBLACION II (BARANGAY 2);;;;;;;;Government;Barangay Health Station;Active
20724;DOH000000000025410;SANTA CRUZ VIEJO BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;CITY OF TANJAY;SANTA CRUZ VIEJO;;;;;;;;Government;Barangay Health Station;Active
20725;DOH000000000025411;CALINDAGAN HEALTH CENTER;;Region 7;NEGROS ORIENTAL;DUMAGUETE CITY (Capital);CALINDAGAN;;;;;;;;Government;Barangay Health Station;Active
20726;DOH000000000025412;POBLACION 4 MAIN HEALTH CENTER;;Region 7;NEGROS ORIENTAL;DUMAGUETE CITY (Capital);POBLACION NO. 4 (BARANGAY 4);;;;;;;;Government;Barangay Health Station;Active
20727;DOH000000000025413;POBLACION 8 HEALTH CENTER;;Region 7;NEGROS ORIENTAL;DUMAGUETE CITY (Capital);POBLACION NO. 8 (BARANGAY 8);;;;;;;;Government;Barangay Health Station;Active
20728;DOH000000000025414;ELECIA (TALOSTOS) BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;LA LIBERTAD;ELECIA (TALOSTOS);;;;;;;;Government;Barangay Health Station;Active
20729;DOH000000000025415;GUIHOB BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;LA LIBERTAD;GUIHOB;;;;;;;;Government;Barangay Health Station;Active
20730;DOH000000000025416;KANSUMANDIG BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;LA LIBERTAD;KANSUMANDIG;;;;;;;;Government;Barangay Health Station;Active
20731;DOH000000000025417;PACUAN BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;LA LIBERTAD;PACUAN;;;;;;;;Government;Barangay Health Station;Active
20732;DOH000000000025418;PANIABONAN BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;MABINAY;PANIABONAN;;;;;;;;Government;Barangay Health Station;Active
20733;DOH000000000025419;BALAYONG BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;PAMPLONA;BALAYONG;;;;;;;;Government;Barangay Health Station;Active
20734;DOH000000000025420;DATAGON BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;PAMPLONA;DATAGON;;;;;;;;Government;Barangay Health Station;Active
20735;DOH000000000025421;INAWASAN BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;PAMPLONA;INAWASAN;;;;;;;;Government;Barangay Health Station;Active
20736;DOH000000000025422;MANGOTO BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;PAMPLONA;MANGOTO;;;;;;;;Government;Barangay Health Station;Active
20737;DOH000000000025423;SANTA AGUEDA BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;PAMPLONA;SANTA AGUEDA;;;;;;;;Government;Barangay Health Station;Active
20738;DOH000000000025424;CALANGO BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;ZAMBOANGUITA;CALANGO;;;;;;;;Government;Barangay Health Station;Active
20739;DOH000000000025425;LOTUBAN BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;ZAMBOANGUITA;LOTUBAN;;;;;;;;Government;Barangay Health Station;Active
20740;DOH000000000025426;MALONGCAY DIOT BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;ZAMBOANGUITA;MALONGCAY DIOT;;;;;;;;Government;Barangay Health Station;Active
20741;DOH000000000025427;NABAGO BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;ZAMBOANGUITA;NABAGO;;;;;;;;Government;Barangay Health Station;Active
20742;DOH000000000025428;NAJANDIG BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;ZAMBOANGUITA;NAJANDIG;;;;;;;;Government;Barangay Health Station;Active
20743;DOH000000000025429;POBLACION BARANGAY HEALTH STATION;;Region 7;NEGROS ORIENTAL;ZAMBOANGUITA;POBLACION;;;;;;;;Government;Barangay Health Station;Active
20744;DOH000000000025430;CANDAPING A BARANGAY HEALTH STATION;;Region 7;SIQUIJOR;MARIA;CANDAPING A;;;;;;;;Government;Barangay Health Station;Active
20745;DOH000000000025431;CANTAROC A BARANGAY HEALTH STATION;;Region 7;SIQUIJOR;MARIA;CANTAROC A;;;;;;;;Government;Barangay Health Station;Active
20746;DOH000000000025432;LILO-AN BARANGAY HEALTH CENTER;;Region 7;SIQUIJOR;MARIA;LILO-AN;;;;;;;;Government;Barangay Health Station;Active
20747;DOH000000000025433;CANG-AGONG BARANGAY HEALTH STATION;;Region 7;SIQUIJOR;SIQUIJOR (Capital);CANG-AGONG;;;;;;;;Government;Barangay Health Station;Active
20748;DOH000000000025434;CANG-ATUYOM BARANGAY HEALTH STATION;;Region 7;SIQUIJOR;SIQUIJOR (Capital);CANG-ATUYOM;;;;;;;;Government;Barangay Health Station;Active
20749;DOH000000000025435;LUYANG BARANGAY HEALTH STATION;;Region 7;SIQUIJOR;SIQUIJOR (Capital);LUYANG;;;;;;;;Government;Barangay Health Station;Active
20750;DOH000000000025436;TINAGO BARANGAY HEALTH STATION;;Region 7;SIQUIJOR;SIQUIJOR (Capital);TINAGO;;;;;;;;Government;Barangay Health Station;Active
20751;DOH000000000025437;TONGO BARANGAY HEALTH STATION;;Region 7;SIQUIJOR;SIQUIJOR (Capital);TONGO;;;;;;;;Government;Barangay Health Station;Active
20752;DOH000000000025438;APORAWAN HEALTH CENTER;;Region 4B;PALAWAN;ABORLAN;APORAWAN;;;;;;;;Government;Barangay Health Station;Active
20753;DOH000000000025439;JOSE RIZAL HEALTH CENTER;;Region 4B;PALAWAN;ABORLAN;JOSE RIZAL;;;;;;;;Government;Barangay Health Station;Active
20754;DOH000000000025440;MAGBABADIL BARANGAY HEALTH STATION;;Region 4B;PALAWAN;ABORLAN;MAGBABADIL;;;;;;;;Government;Barangay Health Station;Active
20755;DOH000000000025441;VILLASOL HEALTH CENTER;;Region 4B;PALAWAN;AGUTAYA;VILLASOL;;;;;;;;Government;Barangay Health Station;Active
20756;DOH000000000025442;MARANGAS BARANGAY HEALTH STATION;;Region 4B;PALAWAN;BATARAZA;MARANGAS (POB.);;;;;;;;Government;Barangay Health Station;Active
20757;DOH000000000025443;PANGOBILIAN BARANGAY HEALTH STATION II;;Region 4B;PALAWAN;BROOKE'S POINT;PANGOBILIAN;;;;;;;;Government;Barangay Health Station;Active
20758;DOH000000000025444;BALAGUEN BARANGAY HEALTH STATION;;Region 4B;PALAWAN;MAGSAYSAY;BALAGUEN;;;;;;;;Government;Barangay Health Station;Active
20759;DOH000000000025445;EMILOD BARANGAY HEALTH STATION;;Region 4B;PALAWAN;MAGSAYSAY;EMILOD;;;;;;;;Government;Barangay Health Station;Active
20760;DOH000000000025446;IGABAS BARANGAY HEALTH STATION;;Region 4B;PALAWAN;MAGSAYSAY;IGABAS;;;;;;;;Government;Barangay Health Station;Active
20761;DOH000000000025447;LACAREN BARANGAY HEALTH STATION;;Region 4B;PALAWAN;MAGSAYSAY;LACAREN;;;;;;;;Government;Barangay Health Station;Active
20762;DOH000000000025448;LOS ANGELES BARANGAY HEALTH STATION;;Region 4B;PALAWAN;MAGSAYSAY;LOS ANGELES;;;;;;;;Government;Barangay Health Station;Active
20763;DOH000000000025449;LUCBUAN BARANGAY HEALTH STATION;;Region 4B;PALAWAN;MAGSAYSAY;LUCBUAN;;;;;;;;Government;Barangay Health Station;Active
20764;DOH000000000025450;RIZAL BARANGAY HEALTH STATION;;Region 4B;PALAWAN;MAGSAYSAY;RIZAL;;;;;;;;Government;Barangay Health Station;Active
20765;DOH000000000025451;BAGONG SIKAT HEALTH CENTER;;Region 4B;PALAWAN;NARRA;BAGONG SIKAT;;;;;;;;Government;Barangay Health Station;Active
20766;DOH000000000025452;BATANG-BATANG HEALTH CENTER;;Region 4B;PALAWAN;NARRA;BATANG-BATANG;;;;;;;;Government;Barangay Health Station;Active
20767;DOH000000000025453;BATO-BATO BARANGAY HEALTH STATION;;Region 4B;PALAWAN;NARRA;BATO-BATO;;;;;;;;Government;Barangay Health Station;Active
20768;DOH000000000025454;BURIRAO HEALTH CENTER;;Region 4B;PALAWAN;NARRA;BURIRAO;;;;;;;;Government;Barangay Health Station;Active
20769;DOH000000000025455;CAGUISAN BARANGAY HEALTH STATION;;Region 4B;PALAWAN;NARRA;CAGUISAN;;;;;;;;Government;Barangay Health Station;Active
20770;DOH000000000025456;CALATEGAS BARANGAY HEALTH STATION;;Region 4B;PALAWAN;NARRA;CALATEGAS;;;;;;;;Government;Barangay Health Station;Active
20771;DOH000000000025457;ELVITA BARANGAY HEALTH STATION;;Region 4B;PALAWAN;NARRA;ELVITA;;;;;;;;Government;Barangay Health Station;Active
20772;DOH000000000025458;ESTRELLA VILLAGE BARANGAY HEALTH STATION;;Region 4B;PALAWAN;NARRA;ESTRELLA VILLAGE;;;;;;;;Government;Barangay Health Station;Active
20773;DOH000000000025459;IPILAN BARANGAY HEALTH STATION;;Region 4B;PALAWAN;NARRA;IPILAN;;;;;;;;Government;Barangay Health Station;Active
20774;DOH000000000025460;MALATGAO BARANGAY HEALTH STATION;;Region 4B;PALAWAN;NARRA;MALATGAO;;;;;;;;Government;Barangay Health Station;Active
20775;DOH000000000025461;PANACAN BARANGAY HEALTH STATION;;Region 4B;PALAWAN;NARRA;PANACAN;;;;;;;;Government;Barangay Health Station;Active
20776;DOH000000000025462;PANACAN 2 BARANGAY HEALTH STATION;;Region 4B;PALAWAN;NARRA;PANACAN 2;;;;;;;;Government;Barangay Health Station;Active
20777;DOH000000000025463;SANDOVAL BARANGAY HEALTH STATION;;Region 4B;PALAWAN;NARRA;SANDOVAL;;;;;;;;Government;Barangay Health Station;Active
20778;DOH000000000025464;TACRAS BARANGAY HEALTH STATION;;Region 4B;PALAWAN;NARRA;TACRAS;;;;;;;;Government;Barangay Health Station;Active
20779;DOH000000000025465;TARITIEN BARANGAY HEALTH STATION;;Region 4B;PALAWAN;NARRA;TARITIEN;;;;;;;;Government;Barangay Health Station;Active
20780;DOH000000000025466;ANTONINO BARANGAY HEALTH STATION;;Region 4B;PALAWAN;ROXAS;ANTONINO;;;;;;;;Government;Barangay Health Station;Active
