id;test_id;test_name;result_id;result;loinc_code;loinc_attribute;updated;method
3605;MNU;Manganese, 24 Hour, Urine;8080;Manganese, 24 Hr, U;8203-2;Manganese:MRat:24H:Urine:Qn:;2009-11-13;Dynamic Reaction Cell-Inductively Coupled Plasma-Mass Spectrometry (DRC-ICP-MS)
3606;MNU;Manganese, 24 Hour, Urine;867;Mn Concentration;21382-7;Manganese:MCnc:24H:Urine:Qn:;2009-11-13;Dynamic Reaction Cell-Inductively Coupled Plasma-Mass Spectrometry (DRC-ICP-MS)
3607;MNU;Manganese, 24 Hour, Urine;VL24;Urine Volume;3167-4;Specimen volume:Vol:24H:Urine:Qn:;2012-03-12;Dynamic Reaction Cell-Inductively Coupled Plasma-Mass Spectrometry (DRC-ICP-MS)
3608;MNU;Manganese, 24 Hour, Urine;TM26;Collection Duration;13362-9;Collection duration:Time:*:Urine:Qn:;2012-03-15;Dynamic Reaction Cell-Inductively Coupled Plasma-Mass Spectrometry (DRC-ICP-MS)
3609;MOLD1;Mold Panel;MOLD1;Mold Panel;30183-8;(Alternaria alternata+Aspergillus fumigatus+Candida albicans+Cladosporium herbarum+Helminthosporium halodes+Penicillium notatum) Ab.IgE:ACnc:Pt:Ser:Qn:Multidisk;2012-03-15;Fluorescence Enzyme Immunoassay (FEIA)
3610;MOLPS;Molybdenum, Serum;89270;Molybdenum, S;5698-6;Molybdenum:MCnc:Pt:Ser/Plas:Qn:;2009-11-13;Inductively Coupled Plasma-Mass Spectrometry (ICP-MS)
3611;MOLU;Molybdenum, 24 Hour, Urine;29343;Mo Conc;29974-3;Molybdenum:MCnc:24H:Urine:Qn:;2009-11-13;Inductively Coupled Plasma-Mass Spectrometry (ICP-MS)
3612;MOLU;Molybdenum, 24 Hour, Urine;89271;Molybdenum, U;29975-0;Molybdenum:MRat:24H:Urine:Qn:;2009-11-13;Inductively Coupled Plasma-Mass Spectrometry (ICP-MS)
3613;MOLU;Molybdenum, 24 Hour, Urine;VL61;Urine Volume;3167-4;Specimen volume:Vol:24H:Urine:Qn:;2012-03-12;Inductively Coupled Plasma-Mass Spectrometry (ICP-MS)
3614;MOLU;Molybdenum, 24 Hour, Urine;TIME6;Collection Duration;13362-9;Collection duration:Time:*:Urine:Qn:;2012-03-12;Inductively Coupled Plasma-Mass Spectrometry (ICP-MS)
3615;MOLUR;Molybdenum, Random, Urine;89473;Molybdenum, Random, U;5699-4;Molybdenum:MCnc:Pt:Urine:Qn:;2009-11-13;Inductively Coupled Plasma-Mass Spectrometry (ICP-MS)
3616;MONOS;Infectious Mononucleosis, Rapid Test, Serum;MONOS;Infectious Mono Test, S;31418-7;Heterophile Ab:ACnc:Pt:Ser:Ord:;2012-03-15;Agglutination
3617;MORP;Morphine, Unconjugated, Serum;83132;Morphine, Unconjugated, S;3827-3;Morphine:MCnc:Pt:Ser/Plas:Qn:;2009-11-13;Gas Chromatography-Mass Spectrometry Using Selected Ion Monitoring (GC-MS SIM)
3618;MOSP;Mouse Serum Protein, IgE;MOSP;Mouse Serum Protein, IgE;6180-4;Mouse serum proteins Ab.IgE:ACnc:Pt:Ser:Qn:;2012-03-15;Fluorescence Enzyme Immunoassay (FEIA)
3619;MOTH;Moth, IgE;MOTH;Moth, IgE;7502-8;Moth Ab.IgE:ACnc:Pt:Ser:Qn:;2012-03-15;Fluorescence Enzyme Immunoassay (FEIA)
3620;MOUP;Mouse Urine Protein, IgE;MOUP;Mouse Urine Protein, IgE;6181-2;Mouse urine proteins Ab.IgE:ACnc:Pt:Ser:Qn:;2012-03-15;Fluorescence Enzyme Immunoassay (FEIA)
3621;MOUS;Mouse Epithelium, IgE;MOUS;Mouse Epithelium, IgE;6179-6;Mouse epithelium Ab.IgE:ACnc:Pt:Ser:Qn:;2012-03-15;Fluorescence Enzyme Immunoassay (FEIA)
3622;MP3AK;Mucopolysaccharidosis IIIA, Known Mutation;51681;Interpretation;69047-9;Geneticist review:Imp:Pt:XXX:Nar:;2014-05-21;Polymerase Chain Reaction (PCR) Amplification/DNA sequencing are utilized to test for the presence of specific mutations in the SGSH gene previously identified in an affected family member.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3623;MP3AK;Mucopolysaccharidosis IIIA, Known Mutation;51682;Method;49549-9;Reference lab test method:Type:XXX:Reference lab test:Nar:;2014-04-28;Polymerase Chain Reaction (PCR) Amplification/DNA sequencing are utilized to test for the presence of specific mutations in the SGSH gene previously identified in an affected family member.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3624;MP3AK;Mucopolysaccharidosis IIIA, Known Mutation;51685;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2014-04-28;Polymerase Chain Reaction (PCR) Amplification/DNA sequencing are utilized to test for the presence of specific mutations in the SGSH gene previously identified in an affected family member.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3625;MP3AK;Mucopolysaccharidosis IIIA, Known Mutation;51679;Reason for Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2014-04-28;Polymerase Chain Reaction (PCR) Amplification/DNA sequencing are utilized to test for the presence of specific mutations in the SGSH gene previously identified in an affected family member.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3626;MP3AS;Mucopolysaccharidosis IIIA, Full Gene Analysis;51674;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2014-04-28;Polymerase Chain Reaction (PCR) Amplification/DNA sequencing are utilized to test for the presence of a mutation in the SGSH gene.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3627;MP3AS;Mucopolysaccharidosis IIIA, Full Gene Analysis;51670;Interpretation;69047-9;Geneticist review:Imp:Pt:XXX:Nar:;2014-05-21;Polymerase Chain Reaction (PCR) Amplification/DNA sequencing are utilized to test for the presence of a mutation in the SGSH gene.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3628;MP3AS;Mucopolysaccharidosis IIIA, Full Gene Analysis;51671;Method;49549-9;Reference lab test method:Type:XXX:Reference lab test:Nar:;2014-04-28;Polymerase Chain Reaction (PCR) Amplification/DNA sequencing are utilized to test for the presence of a mutation in the SGSH gene.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3629;MP3AS;Mucopolysaccharidosis IIIA, Full Gene Analysis;51668;Reason for Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2014-04-28;Polymerase Chain Reaction (PCR) Amplification/DNA sequencing are utilized to test for the presence of a mutation in the SGSH gene.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3630;MP3BK;Mucopolysaccharidosis IIIB, Known Mutation;51597;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2013-04-19;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3631;MP3BK;Mucopolysaccharidosis IIIB, Known Mutation;51594;Method;49549-9;Reference lab test method:Type:XXX:Reference lab test:Nar:;2013-08-21;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3632;MP3BK;Mucopolysaccharidosis IIIB, Known Mutation;51593;Interpretation;69047-9;Geneticist review:Imp:Pt:XXX:Nar:;2014-05-21;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3633;MP3BK;Mucopolysaccharidosis IIIB, Known Mutation;51591;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2013-08-08;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3634;MP3BS;Mucopolysaccharidosis IIIB, Full Gene Analysis;51582;Interpretation;69047-9;Geneticist review:Imp:Pt:XXX:Nar:;2014-05-21;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3635;MP3BS;Mucopolysaccharidosis IIIB, Full Gene Analysis;51583;Method;49549-9;Reference lab test method:Type:XXX:Reference lab test:Nar:;2013-08-21;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3636;MP3BS;Mucopolysaccharidosis IIIB, Full Gene Analysis;51586;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2013-04-22;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3637;MP3BS;Mucopolysaccharidosis IIIB, Full Gene Analysis;51580;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2013-08-08;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3638;MPA;Mycophenolic Acid, Serum;15226;Mycophenolic Acid;23905-3;Mycophenolate:MCnc:Pt:Ser/Plas:Qn:;2009-11-13;Tandem Mass Spectrometry (MS/MS)
3639;MPA;Mycophenolic Acid, Serum;15227;MPA Glucuronide;23906-1;Mycophenolate glucuronide:MCnc:Pt:Ser/Plas:Qn:;2009-11-13;Tandem Mass Spectrometry (MS/MS)
3640;MPCR;DNA Analysis B;16508;Method;49549-9; ;2013-07-26;Polymerase Chain Reaction (PCR)(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3641;MPCR;DNA Analysis B;16509;Result;62357-9;Chromosome analysis overall interpretation:Imp:Pt:Bld/Tiss:Ord:Molgen;2012-10-17;Polymerase Chain Reaction (PCR)(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3642;MPCR;DNA Analysis B;16510;Interpretation;69047-9;Service comment 01:Imp:Pt:XXX:Nom:;2012-04-05;Polymerase Chain Reaction (PCR)(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3643;MPCR;DNA Analysis B;16507;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2009-11-13;Polymerase Chain Reaction (PCR)(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3644;MPCR;DNA Analysis B;16505;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-05-14;Polymerase Chain Reaction (PCR)(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3645;MPCR;DNA Analysis B;16511;Amendment;62357-9;Chromosome analysis overall interpretation:Imp:Pt:Bld/Tiss:Ord:Molgen;2013-07-30;Polymerase Chain Reaction (PCR)(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3646;MPLB;MPL Exon 10 Mutation Detection, Blood;19997;Final Diagnosis:;34574-4;Path report.final diagnosis:Imp:Pt:Specimen:Nom:;2011-06-21;Mutation Detection in DNA Using Sanger Sequencing(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3647;MPLM;MPL Exon 10 Mutation Detection, Bone Marrow;20232;Final Diagnosis:;34574-4;Path report.final diagnosis:Imp:Pt:Specimen:Nom:;2011-06-21;Mutation Detection in DNA Using Sanger Sequencing(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3648;MPLVA;MPL Exon 10 Mutation Detection, Varies;34850;Final Diagnosis:;34574-4;Path report.final diagnosis:Imp:Pt:Specimen:Nom:;2013-08-07;Mutation Detection in DNA Using Sanger Sequencing(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3649;MPO;Myeloperoxidase Antibodies, IgG, Serum;MPO;Myeloperoxidase Ab, S;48404-8;Myeloperoxidase Ab.IgG:ACnc:Pt:Ser:Qn:;2014-02-28;Multiplex Flow Immunoassay
3650;MPPG;Mumps Virus Antibody, IgG, Serum;MUMG;Mumps Ab, IgG, S;6476-6;Mumps virus Ab.IgG:ACnc:Pt:Ser:Ord:EIA;2013-12-18;Multiplex Flow Immunoassay (MFI)
3651;MPPG;Mumps Virus Antibody, IgG, Serum;DEXG5;Mumps IgG Antibody Index;25418-5;Mumps virus Ab.IgG:ACnc:Pt:Ser:Qn:EIA;2013-12-18;Multiplex Flow Immunoassay (MFI)
3652;MPRP;Mycoplasma pneumoniae, Molecular Detection, PCR;SRCMP;Specimen source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2014-04-28;Rapid Polymerase Chain Reaction (PCR) Using Light Cycler and Fluorescent Resonance Energy Transfer (FRET)(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3653;MPS6K;Mucopolysaccharidosis VI, Known Mutation;51709;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2014-04-28;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing (PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3654;MPS6K;Mucopolysaccharidosis VI, Known Mutation;51705;Interpretation;69047-9;Geneticist review:Imp:Pt:XXX:Nar:;2014-05-21;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing (PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3655;MPS6K;Mucopolysaccharidosis VI, Known Mutation;51706;Method;49549-9;Reference lab test method:Type:XXX:Reference lab test:Nar:;2014-04-28;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing (PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3656;MPS6K;Mucopolysaccharidosis VI, Known Mutation;51703;Reason for Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2014-04-28;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing (PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3657;MPS6S;Mucopolysaccharidosis VI, Full Gene Analysis;51696;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2014-04-28;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing are utilized to test for the presence of a mutation in the ARSB gene.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3658;MPS6S;Mucopolysaccharidosis VI, Full Gene Analysis;51693;Method;49549-9;Reference lab test method:Type:XXX:Reference lab test:Nar:;2014-04-28;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing are utilized to test for the presence of a mutation in the ARSB gene.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3659;MPS6S;Mucopolysaccharidosis VI, Full Gene Analysis;51692;Interpretation;69047-9;Geneticist review:Imp:Pt:XXX:Nar:;2014-05-21;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing are utilized to test for the presence of a mutation in the ARSB gene.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3660;MPS6S;Mucopolysaccharidosis VI, Full Gene Analysis;51690;Reason for Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2014-04-28;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing are utilized to test for the presence of a mutation in the ARSB gene.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3661;MPSF;Micropolyspora faeni, IgG Antibodies, Serum;MPSF;Micropolyspora faeni, IgG Ab, S;26948-0;Saccharopolyspora rectivirgula Ab.IgG:MCnc:Pt:Ser:Qn:;2012-03-15;Fluorescence Enzyme Immunoassay (FEIA)
3662;MPSQN;Mucopolysaccharides (MPS), Quantitative, Urine;81473;Mucopolysaccharides (MPS), QN, U;46132-7;Glycosaminoglycans/Creatinine:Ratio:Pt:Urine:Qn:;2009-11-13;Spectrophotometry (SP)
3663;MSBR;Drug of Abuse, Barbiturates GC-MS Confirmation, Urine;501225;Comment;48767-8;Annotation comment:Imp:Pt:{system}:Nar:;2012-10-31;Gas Chromatography-Mass Spectrometry (GC-MS)
3664;MSBR;Drug of Abuse, Barbiturates GC-MS Confirmation, Urine;501230;Secobarbital;16238-8;Secobarbital:MCnc:Pt:Urine:Qn:Confirm;2009-11-13;Gas Chromatography-Mass Spectrometry (GC-MS)
3665;MSBR;Drug of Abuse, Barbiturates GC-MS Confirmation, Urine;501229;Phenobarbital;16241-2;Phenobarbital:MCnc:Pt:Urine:Qn:Confirm;2009-11-13;Gas Chromatography-Mass Spectrometry (GC-MS)
3666;MSBR;Drug of Abuse, Barbiturates GC-MS Confirmation, Urine;501228;Pentobarbital;16240-4;Pentobarbital:MCnc:Pt:Urine:Qn:Confirm;2009-11-13;Gas Chromatography-Mass Spectrometry (GC-MS)
3667;MSBR;Drug of Abuse, Barbiturates GC-MS Confirmation, Urine;501227;Butalbital;16237-0;Butalbital:MCnc:Pt:Urine:Qn:Confirm;2009-11-13;Gas Chromatography-Mass Spectrometry (GC-MS)
3668;MSBR;Drug of Abuse, Barbiturates GC-MS Confirmation, Urine;501226;Amobarbital;16239-6;Amobarbital:MCnc:Pt:Urine:Qn:Confirm;2009-11-13;Gas Chromatography-Mass Spectrometry (GC-MS)
3669;MSBR;Drug of Abuse, Barbiturates GC-MS Confirmation, Urine;2837;GC/MS Confirmation - Barbiturate;20411-5;Barbiturates:MCnc:Pt:Urine:Qn:Confirm;2009-11-13;Gas Chromatography-Mass Spectrometry (GC-MS)
3670;MSCO;Drug of Abuse, Cocaine GC-MS Confirmation, Urine;BEUC;Benzoylecgonine;16226-3;Benzoylecgonine:MCnc:Pt:Urine:Qn:Confirm;2012-03-15;Gas Chromatography-Mass Spectrometry (GC-MS)
3671;MSCO;Drug of Abuse, Cocaine GC-MS Confirmation, Urine;COCAC;GC/MS Confirmation - Cocaine;20519-5;Cocaine:MCnc:Pt:Urine:Qn:Confirm;2012-03-15;Gas Chromatography-Mass Spectrometry (GC-MS)
3672;MSCO;Drug of Abuse, Cocaine GC-MS Confirmation, Urine;COCUC;Cocaine;20519-5;Cocaine:MCnc:Pt:Urine:Qn:Confirm;2012-10-31;Gas Chromatography-Mass Spectrometry (GC-MS)
3673;MSH2K;MSH2 Known Mutation;17336;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-05-18;Polymerase Chain Reaction (PCR)/DNA Sequencing or Dosage Analysis (multiplex ligation-dependent probe amplification [MLPA] or Southern blot analysis) is utilized to test for the presence of a specific mutation previously identified in an affected family member.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3674;MSH2K;MSH2 Known Mutation;17341;Interpretation;69047-9;Service comment 01:Imp:Pt:XXX:Nom:;2012-04-05;Polymerase Chain Reaction (PCR)/DNA Sequencing or Dosage Analysis (multiplex ligation-dependent probe amplification [MLPA] or Southern blot analysis) is utilized to test for the presence of a specific mutation previously identified in an affected family member.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3675;MSH2K;MSH2 Known Mutation;17339;Method;49549-9; ;2013-07-26;Polymerase Chain Reaction (PCR)/DNA Sequencing or Dosage Analysis (multiplex ligation-dependent probe amplification [MLPA] or Southern blot analysis) is utilized to test for the presence of a specific mutation previously identified in an affected family member.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3676;MSH2K;MSH2 Known Mutation;17338;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2009-11-13;Polymerase Chain Reaction (PCR)/DNA Sequencing or Dosage Analysis (multiplex ligation-dependent probe amplification [MLPA] or Southern blot analysis) is utilized to test for the presence of a specific mutation previously identified in an affected family member.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3677;MSH2M;MSH2 Mutation Screen;17352;Interpretation;69047-9;Service comment 01:Imp:Pt:XXX:Nom:;2012-04-05;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis and Gene Dosage Analysis by Multiplex Ligation-Dependent Probe Amplification (MLPA)(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3678;MSH2M;MSH2 Mutation Screen;17349;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2009-11-13;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis and Gene Dosage Analysis by Multiplex Ligation-Dependent Probe Amplification (MLPA)(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3679;MSH2M;MSH2 Mutation Screen;17347;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-05-14;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis and Gene Dosage Analysis by Multiplex Ligation-Dependent Probe Amplification (MLPA)(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3680;MSH2M;MSH2 Mutation Screen;17350;Method;49549-9; ;2013-07-26;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis and Gene Dosage Analysis by Multiplex Ligation-Dependent Probe Amplification (MLPA)(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3681;MSH2M;MSH2 Mutation Screen;17353;Amendment;38550-0;MSH2 gene mutation analysis:Prid:Pt:Bld/Tiss:Nar:Molgen;2013-07-30;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis and Gene Dosage Analysis by Multiplex Ligation-Dependent Probe Amplification (MLPA)(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3682;MSH2M;MSH2 Mutation Screen;17351;Result;38550-0;MSH2 gene mutation analysis:Prid:Pt:Bld/Tiss:Nar:Molgen;2009-11-13;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis and Gene Dosage Analysis by Multiplex Ligation-Dependent Probe Amplification (MLPA)(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3683;MSH6K;MSH6 Known Mutation;22757;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-05-18;Polymerase Chain Reaction (PCR)/DNA Sequencing or Dosage Analysis (multiplex ligation-dependent probe amplification [MLPA] or Southern blot analysis) is utilized to test for the presence of a specific mutation previously identified in an affected family member.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3684;MSH6K;MSH6 Known Mutation;22760;Method;49549-9; ;2013-07-26;Polymerase Chain Reaction (PCR)/DNA Sequencing or Dosage Analysis (multiplex ligation-dependent probe amplification [MLPA] or Southern blot analysis) is utilized to test for the presence of a specific mutation previously identified in an affected family member.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3685;MSH6K;MSH6 Known Mutation;22762;Interpretation;69047-9;Service comment 01:Imp:Pt:XXX:Nom:;2012-04-05;Polymerase Chain Reaction (PCR)/DNA Sequencing or Dosage Analysis (multiplex ligation-dependent probe amplification [MLPA] or Southern blot analysis) is utilized to test for the presence of a specific mutation previously identified in an affected family member.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3686;MSH6K;MSH6 Known Mutation;22759;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2009-11-13;Polymerase Chain Reaction (PCR)/DNA Sequencing or Dosage Analysis (multiplex ligation-dependent probe amplification [MLPA] or Southern blot analysis) is utilized to test for the presence of a specific mutation previously identified in an affected family member.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3687;MSH6M;MSH6 Mutation Screen, Blood;22748;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2009-11-13;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis and Gene Dosage Analysis by Multiplex Ligation-Dependent Probe Amplification (MLPA)(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3688;MSH6M;MSH6 Mutation Screen, Blood;22746;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-05-14;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis and Gene Dosage Analysis by Multiplex Ligation-Dependent Probe Amplification (MLPA)(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3689;MSH6M;MSH6 Mutation Screen, Blood;22749;Method;49549-9; ;2013-07-26;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis and Gene Dosage Analysis by Multiplex Ligation-Dependent Probe Amplification (MLPA)(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3690;MSH6M;MSH6 Mutation Screen, Blood;22751;Interpretation;69047-9;Service comment 01:Imp:Pt:XXX:Nom:;2012-04-05;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis and Gene Dosage Analysis by Multiplex Ligation-Dependent Probe Amplification (MLPA)(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
3691;MSMT;Drug of Abuse, Methadone Confirmation, Urine;501240;Methadone;16246-1;Methadone:MCnc:Pt:Urine:Qn:Confirm;2009-11-13;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
3692;MSMT;Drug of Abuse, Methadone Confirmation, Urine;11147;Confirmation - Methadone;16246-1;Methadone:MCnc:Pt:Urine:Qn:Confirm;2009-11-13;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
3693;MSOP;Drug of Abuse, Opiates Confirmation, Urine;200289;Oxymorphone;17395-5;Oxymorphone:MCnc:Pt:Urine:Qn:Confirm;2009-11-13;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
3694;MSOP;Drug of Abuse, Opiates Confirmation, Urine;200213;Oxycodone;16249-5;Oxycodone:MCnc:Pt:Urine:Qn:Confirm;2009-11-13;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
3695;MSOP;Drug of Abuse, Opiates Confirmation, Urine;200214;Morphine;16251-1;Morphine:MCnc:Pt:Urine:Qn:Confirm;2009-11-13;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
3696;MSOP;Drug of Abuse, Opiates Confirmation, Urine;200212;Hydromorphone;16998-7;Hydromorphone:MCnc:Pt:Urine:Qn:Confirm;2009-11-13;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
3697;MSOP;Drug of Abuse, Opiates Confirmation, Urine;200210;Codeine;16250-3;Codeine:MCnc:Pt:Urine:Qn:Confirm;2009-11-13;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
3698;MSOP;Drug of Abuse, Opiates Confirmation, Urine;200211;Hydrocodone;16252-9;Hydrocodone:MCnc:Pt:Urine:Qn:Confirm;2009-11-13;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
3699;MSOP;Drug of Abuse, Opiates Confirmation, Urine;11141;Confirmation - Opiates;17384-9;Opiates:MCnc:Pt:Urine:Qn:Confirm;2009-11-13;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
3700;MSPCP;Drug of Abuse, Phencyclidine GC-MS Confirmation, Urine;501239;Comment;48767-8;Annotation comment:Imp:Pt:{system}:Nar:;2012-10-31;Gas Chromatography-Mass Spectrometry (GC-MS)
3701;MSPCP;Drug of Abuse, Phencyclidine GC-MS Confirmation, Urine;501238;Phencyclidine;16254-5;Phencyclidine:MCnc:Pt:Urine:Qn:Confirm;2009-11-13;Gas Chromatography-Mass Spectrometry (GC-MS)
3702;MSPCP;Drug of Abuse, Phencyclidine GC-MS Confirmation, Urine;11146;GC/MS Confirmation - Phencyclidine;16254-5;Phencyclidine:MCnc:Pt:Urine:Qn:Confirm;2009-11-13;Gas Chromatography-Mass Spectrometry (GC-MS)
3703;MSPP;Mosquito Species, IgE;MSPP;Mosquito Spp., IgE;6177-0;Aedes communis Ab.IgE:ACnc:Pt:Ser:Qn:;2012-03-15;Fluorescence Enzyme Immunoassay (FEIA)
3704;MSTC;Strict Criteria Sperm Morphology for Infertility Diagnosis and Treatment, Semen;CMT56;Comment;48767-8;Annotation comment:Imp:Pt:{system}:Nar:;2012-03-15;Kruger Criteria Strict Morphology
3705;MSTC;Strict Criteria Sperm Morphology for Infertility Diagnosis and Treatment, Semen;HDZAB;Head Size Abnormal;10602-1;Spermatozoa.abnormal head/100 spermatozoa:NFr:Pt:Semen:Qn:;2012-03-15;Kruger Criteria Strict Morphology
